Candidate_ID,Age,Gender,Nationality,Education_Level,University_Ranking,Field_of_Study,Years_of_Experience,Technical_Skills_Score,Communication_Score,Interview_Score,Assessment_Test_Score,Internship_Experience,Previous_Company_Tier,Expected_Salary,Willing_to_Relocate,Visa_Status,English_Proficiency,Leadership_Experience,Certifications_Count,Application_Source,Referral_Status,HR_Rating,Manager_Rating,Final_Hiring_Decision
TLB0543,28,Female,Other,Master's,448,Engineering,3,64.4,77.9,59.1,68.3,Yes,Startup,11800,No,UAE Resident,Native,Yes,7,LinkedIn,Not Referred,3.2,2.4,Hired
TLB0544,32,Female,Indian,Bachelor's,143,Marketing,14,87.3,79.5,61.1,99.2,No,Tier 3,15100,Yes,Work Visa,Native,No,6,Company Website,Not Referred,2.3,4.4,Rejected
TLB0545,31,Male,Indian,Bachelor's,148,Marketing,0,75.2,73.6,76.1,34.6,No,None,5700,Yes,UAE Resident,Fluent,Yes,2,Job Portal,Not Referred,3.7,3.1,Hired
TLB0546,27,Male,Pakistani,Master's,275,Business,2,62.3,72.0,67.8,68.3,Yes,Tier 3,10900,Yes,Visit Visa,Native,Yes,7,LinkedIn,Not Referred,3.8,2.7,Hired
TLB0547,31,Male,Pakistani,High School,423,Finance,5,100.0,68.6,80.1,57.4,No,Tier 1,17200,No,Visit Visa,Basic,Yes,7,Company Website,Not Referred,2.7,3.4,Rejected
TLB0548,34,Male,Other,Bachelor's,778,Finance,6,63.6,88.4,71.8,59.0,Yes,None,5300,No,UAE Resident,Intermediate,No,6,Referral,Referred,3.3,2.8,Hired
TLB0549,24,Female,Indian,Master's,1,Marketing,4,71.0,62.4,45.3,63.5,No,Tier 2,10900,No,UAE Resident,Fluent,Yes,2,Job Portal,Not Referred,3.6,2.9,Rejected
TLB0550,32,Male,American,Bachelor's,130,Computer Science,3,89.7,70.9,74.1,60.2,Yes,Startup,9600,No,UAE Resident,Fluent,Yes,6,Job Portal,Not Referred,4.8,5.0,Hired
TLB0551,20,Male,American,Master's,345,Other,12,79.7,47.5,70.0,73.4,Yes,Startup,13600,Yes,Work Visa,Native,No,6,Company Website,Not Referred,3.5,2.3,Hired
TLB0552,20,Male,Filipino,Bachelor's,154,Computer Science,3,84.8,50.8,58.9,61.6,Yes,Tier 2,13800,No,UAE Resident,Intermediate,No,1,Referral,Referred,3.2,1.9,Hired
TLB0553,33,Male,Indian,Master's,467,Finance,1,51.5,89.8,94.0,34.7,No,Tier 2,12400,Yes,Work Visa,Basic,No,2,Company Website,Not Referred,3.1,4.1,Rejected
TLB0554,27,Female,Pakistani,High School,266,Computer Science,10,83.4,75.4,74.9,82.9,No,Startup,10700,No,Work Visa,Native,Yes,6,Company Website,Not Referred,3.1,2.8,Hired
TLB0555,24,Male,Indian,Bachelor's,477,Computer Science,7,67.5,65.4,79.2,80.8,No,None,12300,Yes,Citizen,Fluent,Yes,6,Company Website,Not Referred,3.7,3.4,Rejected
TLB0556,29,Male,British,Bachelor's,250,Computer Science,8,53.8,68.9,79.7,56.5,Yes,None,11300,Yes,UAE Resident,Intermediate,Yes,5,Company Website,Not Referred,2.6,3.6,Hired
TLB0557,27,Male,Pakistani,Master's,408,Engineering,5,68.3,51.7,61.5,65.7,No,Tier 3,11900,No,UAE Resident,Fluent,No,4,Job Portal,Not Referred,3.9,1.7,Rejected
TLB0558,24,Male,Other,Bachelor's,108,Finance,0,67.9,62.9,75.2,82.0,Yes,Tier 2,18600,Yes,UAE Resident,Native,Yes,7,LinkedIn,Not Referred,2.1,4.0,Hired
TLB0559,20,Female,Filipino,Master's,687,Marketing,5,93.0,50.5,71.1,79.5,Yes,Tier 2,6600,No,Work Visa,Intermediate,Yes,2,LinkedIn,Not Referred,3.7,2.7,Rejected
TLB0560,20,Male,Pakistani,Bachelor's,1,Finance,0,70.7,64.5,59.8,84.0,Yes,Startup,13500,Yes,UAE Resident,Intermediate,Yes,5,Walk-in,Not Referred,3.9,4.6,Hired
TLB0561,34,Male,Egyptian,Bachelor's,158,Finance,5,53.3,76.2,51.1,70.2,Yes,Tier 3,7800,No,UAE Resident,Fluent,No,7,LinkedIn,Not Referred,3.8,2.5,Hired
TLB0562,27,Male,Pakistani,Bachelor's,15,Computer Science,7,49.8,73.4,67.3,75.8,Yes,Startup,20800,No,UAE Resident,Intermediate,Yes,2,Walk-in,Not Referred,3.4,4.4,Rejected
TLB0563,35,Female,Other,Bachelor's,460,Computer Science,8,64.3,87.1,74.6,84.7,No,Tier 2,12400,Yes,Work Visa,Native,No,0,Company Website,Not Referred,3.5,4.5,Hired
TLB0564,27,Female,Indian,PhD,407,Finance,4,44.8,71.5,67.2,60.2,Yes,Tier 1,6300,No,Citizen,Fluent,No,1,Walk-in,Not Referred,2.9,2.7,Rejected
TLB0565,32,Female,Other,Bachelor's,56,Finance,7,54.3,38.3,64.6,71.2,No,Tier 3,11000,Yes,UAE Resident,Intermediate,No,5,Company Website,Not Referred,2.4,2.9,Rejected
TLB0566,29,Female,British,Master's,499,Marketing,1,61.3,91.4,67.4,34.9,No,Tier 3,5400,No,UAE Resident,Intermediate,No,2,Job Portal,Not Referred,3.4,2.8,Rejected
TLB0567,30,Female,American,Bachelor's,160,Business,8,58.7,57.9,63.3,42.9,No,Tier 3,9200,No,UAE Resident,Intermediate,Yes,5,Job Portal,Not Referred,3.2,4.3,Rejected
TLB0568,30,Male,Pakistani,Bachelor's,377,Logistics,7,75.9,69.9,87.1,72.0,Yes,Tier 2,14800,No,UAE Resident,Intermediate,No,3,Company Website,Not Referred,3.8,3.2,Hired
TLB0569,27,Male,American,Bachelor's,424,Computer Science,2,53.9,69.2,70.5,74.1,Yes,None,18100,No,Citizen,Intermediate,Yes,6,Referral,Referred,3.1,3.5,Hired
TLB0570,22,Male,Indian,Master's,251,Finance,6,28.0,70.9,60.7,59.6,No,Tier 3,16900,No,UAE Resident,Intermediate,Yes,5,LinkedIn,Not Referred,3.3,3.0,Rejected
TLB0571,34,Male,Egyptian,Master's,481,Computer Science,8,39.7,68.6,43.5,56.5,Yes,Startup,11500,No,Work Visa,Intermediate,No,4,LinkedIn,Not Referred,3.4,3.5,Hired
TLB0572,39,Female,Indian,Bachelor's,271,Finance,5,64.7,68.8,64.4,60.0,Yes,Tier 3,14600,No,Citizen,Fluent,No,1,Walk-in,Not Referred,3.6,3.5,Rejected
TLB0573,39,Male,Indian,Master's,367,Engineering,2,56.2,52.1,59.5,67.7,No,Tier 3,15600,No,Work Visa,Intermediate,No,2,LinkedIn,Not Referred,3.9,2.6,Rejected
TLB0574,26,Female,Pakistani,Bachelor's,245,Finance,5,46.4,99.0,59.0,32.6,No,Startup,22100,No,UAE Resident,Fluent,No,1,Job Portal,Not Referred,2.5,4.5,Hired
TLB0575,25,Female,Indian,Bachelor's,1,Computer Science,6,94.4,75.8,79.3,71.5,Yes,Tier 3,9300,Yes,Work Visa,Intermediate,Yes,0,Company Website,Not Referred,3.7,2.9,Hired
TLB0576,26,Male,Indian,Bachelor's,275,Marketing,2,77.4,68.6,68.0,65.5,Yes,Tier 3,18800,Yes,UAE Resident,Fluent,No,2,Referral,Referred,3.1,3.9,Rejected
TLB0577,28,Female,British,Bachelor's,125,Computer Science,1,64.1,90.1,45.1,68.5,Yes,Tier 3,7100,No,UAE Resident,Fluent,No,7,Walk-in,Not Referred,3.6,2.1,Hired
TLB0578,29,Female,Indian,Master's,578,Finance,6,68.5,55.1,75.0,63.3,Yes,Tier 1,17300,No,Citizen,Intermediate,No,6,LinkedIn,Not Referred,4.2,3.6,Rejected
TLB0579,24,Female,Egyptian,PhD,27,Computer Science,7,61.0,78.4,46.4,45.6,Yes,None,9200,Yes,UAE Resident,Intermediate,No,1,Company Website,Not Referred,1.7,4.0,Hired
TLB0580,21,Male,Emirati,PhD,545,Computer Science,12,46.2,61.3,76.0,49.6,No,Tier 2,8900,Yes,UAE Resident,Native,No,2,Referral,Referred,4.1,3.3,Hired
TLB0581,30,Male,Egyptian,Master's,264,Finance,7,80.5,72.8,60.8,86.3,No,Tier 2,10700,No,UAE Resident,Fluent,Yes,5,LinkedIn,Not Referred,3.1,4.0,Hired
TLB0582,20,Male,British,Bachelor's,381,Computer Science,0,77.8,73.1,68.1,56.0,Yes,Startup,8500,Yes,UAE Resident,Intermediate,No,0,LinkedIn,Not Referred,2.6,2.5,Hired
TLB0583,29,Male,Pakistani,Master's,24,Business,12,35.3,40.0,66.7,76.3,Yes,Tier 2,13900,Yes,Work Visa,Basic,No,5,Company Website,Not Referred,2.9,3.5,Hired
TLB0584,24,Male,Egyptian,Bachelor's,238,Logistics,8,68.4,50.8,65.1,49.8,No,None,17500,Yes,Visit Visa,Fluent,Yes,4,LinkedIn,Not Referred,2.5,1.9,Rejected
TLB0585,34,Female,Other,Bachelor's,167,Logistics,0,70.1,87.0,69.7,64.8,No,Tier 3,3000,Yes,Work Visa,Native,No,5,Job Portal,Not Referred,3.6,3.2,Rejected
TLB0586,36,Female,British,Bachelor's,720,Logistics,1,60.2,65.0,68.1,58.8,Yes,Tier 2,11200,No,UAE Resident,Fluent,Yes,0,Company Website,Not Referred,2.5,2.5,Hired
TLB0587,36,Male,Indian,High School,162,Business,3,96.5,92.0,91.3,61.0,No,Tier 1,7100,Yes,UAE Resident,Fluent,No,7,LinkedIn,Not Referred,4.0,3.0,Hired
TLB0588,27,Male,Pakistani,PhD,530,Marketing,7,94.8,83.7,69.9,60.2,No,Tier 1,16100,No,UAE Resident,Native,No,5,LinkedIn,Not Referred,3.7,4.2,Rejected
TLB0589,23,Male,British,Master's,533,Hospitality,0,59.3,65.4,70.2,85.2,Yes,Tier 1,18400,Yes,Work Visa,Intermediate,Yes,1,LinkedIn,Not Referred,3.4,4.5,Rejected
TLB0590,25,Male,Indian,Bachelor's,527,Computer Science,4,61.7,64.3,57.8,92.0,No,Tier 1,11200,No,Visit Visa,Fluent,Yes,6,Job Portal,Not Referred,1.8,2.1,Rejected
TLB0591,31,Female,British,Bachelor's,181,Finance,7,59.9,87.8,72.0,68.3,No,Tier 2,8800,No,Work Visa,Fluent,No,0,Company Website,Not Referred,2.3,4.1,Rejected
TLB0592,20,Male,Indian,Master's,660,Computer Science,0,55.8,93.2,53.7,59.2,No,Tier 2,4700,Yes,Citizen,Fluent,Yes,1,LinkedIn,Not Referred,3.1,4.2,Rejected
TLB0593,38,Male,British,Bachelor's,702,Other,7,51.2,64.6,82.0,46.4,Yes,Tier 3,20800,Yes,Visit Visa,Native,Yes,6,Company Website,Not Referred,3.2,3.4,Hired
TLB0594,28,Female,Emirati,Master's,373,Finance,8,72.6,86.5,47.7,45.4,No,Tier 2,17900,No,UAE Resident,Fluent,No,6,Referral,Referred,3.9,4.2,Hired
TLB0595,33,Male,Emirati,PhD,206,Engineering,2,94.4,80.4,56.0,85.3,Yes,Tier 1,3100,No,Work Visa,Fluent,No,0,Company Website,Not Referred,1.2,2.8,Hired
TLB0596,20,Male,Other,Bachelor's,127,Engineering,0,88.3,82.4,45.8,44.4,Yes,Tier 1,14900,Yes,Work Visa,Fluent,Yes,5,LinkedIn,Not Referred,2.7,2.7,Hired
TLB0597,24,Female,American,Bachelor's,394,Business,1,76.8,69.2,72.5,58.8,No,Tier 2,7000,No,Citizen,Intermediate,No,6,LinkedIn,Not Referred,3.8,2.7,Hired
TLB0598,20,Female,Other,Bachelor's,312,Business,0,28.9,59.9,61.5,67.2,Yes,Tier 2,9700,Yes,UAE Resident,Fluent,No,0,Referral,Referred,3.0,3.7,Rejected
TLB0599,36,Female,Other,Bachelor's,336,Finance,3,37.0,55.3,75.9,28.6,No,Tier 1,6400,Yes,Work Visa,Intermediate,No,0,Company Website,Not Referred,2.9,3.0,Rejected
TLB0600,29,Female,Pakistani,Bachelor's,30,Marketing,5,81.0,52.3,54.3,47.5,Yes,Tier 2,3000,Yes,UAE Resident,Intermediate,Yes,1,Company Website,Not Referred,2.1,2.5,Rejected
TLB0601,33,Male,Indian,High School,306,Marketing,0,89.3,90.9,73.9,46.3,No,None,11800,No,Work Visa,Fluent,No,1,LinkedIn,Not Referred,3.9,2.6,Hired
TLB0602,30,Female,Indian,Bachelor's,528,Business,8,73.3,68.1,74.5,55.7,No,Tier 2,20500,Yes,Citizen,Fluent,No,1,LinkedIn,Not Referred,2.9,3.1,Hired
TLB0603,32,Female,Pakistani,Bachelor's,463,Finance,5,60.4,54.3,69.8,68.6,No,Tier 2,7800,No,Citizen,Intermediate,Yes,6,Company Website,Not Referred,4.0,2.4,Rejected
TLB0604,27,Female,Indian,Bachelor's,217,Engineering,5,85.3,80.0,67.4,79.4,No,Startup,16000,Yes,UAE Resident,Fluent,Yes,1,LinkedIn,Not Referred,4.2,3.6,Hired
TLB0605,28,Female,Other,Master's,278,Business,3,76.3,62.3,68.8,55.7,No,Tier 3,16700,Yes,UAE Resident,Fluent,No,4,Company Website,Not Referred,4.1,4.1,Hired
TLB0606,29,Female,Emirati,Bachelor's,6,Other,7,82.1,60.2,55.2,58.5,Yes,Tier 1,15200,Yes,Visit Visa,Intermediate,Yes,2,Referral,Referred,3.2,3.9,Rejected
TLB0607,32,Female,Indian,Master's,166,Engineering,9,37.2,92.8,53.0,63.3,No,Startup,21000,No,Work Visa,Intermediate,No,2,LinkedIn,Not Referred,2.9,5.0,Rejected
TLB0608,32,Male,Indian,Bachelor's,231,Marketing,3,70.2,52.0,74.1,53.7,No,Startup,16300,Yes,Citizen,Basic,No,7,Company Website,Not Referred,2.8,3.4,Hired
TLB0609,46,Female,Indian,Bachelor's,426,Other,7,91.6,70.8,62.2,70.8,Yes,None,20100,No,UAE Resident,Fluent,Yes,2,LinkedIn,Not Referred,4.6,4.5,Hired
TLB0610,40,Male,Indian,High School,158,Engineering,7,72.9,60.9,72.9,71.3,Yes,None,6800,Yes,Visit Visa,Fluent,No,1,Company Website,Not Referred,3.1,3.2,Hired
TLB0611,20,Male,Egyptian,Master's,92,Other,6,79.2,59.0,87.2,26.9,Yes,Tier 3,15400,No,Work Visa,Native,No,1,LinkedIn,Not Referred,3.9,2.9,Rejected
TLB0612,29,Female,Indian,Bachelor's,451,Finance,10,65.5,50.4,61.1,74.0,Yes,Startup,18800,Yes,UAE Resident,Fluent,No,7,Referral,Referred,3.5,3.2,Hired
TLB0613,27,Female,Filipino,Bachelor's,215,Finance,2,66.6,68.7,59.2,66.8,No,Tier 3,8500,Yes,UAE Resident,Fluent,No,6,Company Website,Not Referred,2.9,3.2,Hired
TLB0614,37,Female,Other,Bachelor's,132,Business,3,86.0,57.5,62.8,68.6,Yes,None,3000,Yes,Work Visa,Fluent,No,4,LinkedIn,Not Referred,3.0,3.0,Hired
TLB0615,28,Male,Filipino,PhD,462,Computer Science,2,55.0,75.1,67.5,81.5,Yes,Tier 3,6300,Yes,UAE Resident,Fluent,Yes,4,Company Website,Not Referred,4.0,2.2,Rejected
TLB0616,32,Female,Egyptian,Bachelor's,391,Engineering,7,53.5,67.4,75.0,40.0,Yes,Tier 2,8700,No,Visit Visa,Fluent,No,4,Job Portal,Not Referred,3.2,2.3,Hired
TLB0617,20,Female,Indian,Bachelor's,258,Computer Science,4,57.8,64.2,66.6,47.4,No,Tier 1,14500,Yes,Work Visa,Native,Yes,4,Walk-in,Not Referred,2.9,4.0,Rejected
TLB0618,20,Male,Indian,Master's,229,Computer Science,2,65.4,57.6,94.0,64.0,Yes,Tier 3,9500,No,UAE Resident,Fluent,No,5,LinkedIn,Not Referred,2.6,3.8,Hired
TLB0619,42,Male,Indian,Bachelor's,375,Marketing,10,40.8,85.2,72.5,32.5,No,Tier 3,12000,No,UAE Resident,Intermediate,No,0,LinkedIn,Not Referred,3.4,4.5,Hired
TLB0620,30,Male,Other,Bachelor's,407,Finance,11,76.0,76.8,77.2,62.0,No,None,9300,No,Citizen,Fluent,No,6,Referral,Referred,2.8,2.8,Hired
TLB0621,24,Female,Filipino,Master's,341,Computer Science,3,62.5,59.8,66.5,76.8,No,Tier 2,11400,Yes,Work Visa,Intermediate,Yes,6,Job Portal,Not Referred,3.6,2.7,Rejected
TLB0622,31,Male,Indian,Bachelor's,324,Hospitality,0,77.8,51.7,80.2,70.6,No,None,11700,No,Visit Visa,Native,No,7,Referral,Referred,5.0,2.2,Rejected
TLB0623,23,Female,Pakistani,High School,178,Other,11,33.2,45.3,64.3,66.1,No,Tier 1,9200,No,Visit Visa,Native,Yes,3,Referral,Referred,3.6,3.9,Hired
TLB0624,28,Male,American,Bachelor's,190,Hospitality,6,77.9,81.6,58.6,61.7,Yes,Tier 3,15700,No,Work Visa,Basic,No,0,Job Portal,Not Referred,4.5,2.4,Rejected
TLB0625,21,Female,Egyptian,High School,265,Hospitality,6,85.1,78.9,78.8,59.0,No,Tier 2,18200,Yes,Citizen,Basic,No,2,LinkedIn,Not Referred,2.7,3.1,Hired
TLB0626,25,Male,Filipino,Master's,107,Finance,5,71.6,80.6,66.3,58.2,Yes,Tier 2,6800,Yes,Work Visa,Fluent,No,3,Company Website,Not Referred,3.7,3.4,Hired
TLB0627,27,Female,Other,Master's,84,Business,2,65.5,66.6,70.2,68.2,No,Tier 3,13000,No,Work Visa,Fluent,Yes,4,Referral,Referred,4.1,1.8,Hired
TLB0628,36,Male,Egyptian,Bachelor's,282,Engineering,3,78.0,77.7,79.8,43.3,No,Tier 2,5600,No,UAE Resident,Intermediate,Yes,1,Company Website,Not Referred,4.2,3.7,Hired
TLB0629,32,Male,Filipino,Bachelor's,497,Other,7,84.1,80.3,68.8,85.5,Yes,Tier 2,4100,Yes,UAE Resident,Fluent,No,0,Job Portal,Not Referred,4.1,3.9,Hired
TLB0630,33,Female,Indian,Master's,1,Finance,3,72.8,67.2,65.1,54.7,Yes,None,16700,Yes,Work Visa,Native,Yes,1,Referral,Referred,3.2,3.3,Hired
TLB0631,29,Female,Indian,Master's,221,Hospitality,6,74.0,63.7,60.0,72.8,No,Tier 2,21000,Yes,UAE Resident,Native,No,5,Company Website,Not Referred,3.8,3.0,Hired
TLB0632,34,Female,Other,High School,354,Other,5,89.9,56.3,80.8,66.1,Yes,Startup,10500,No,Work Visa,Native,No,1,Company Website,Not Referred,2.5,3.1,Hired
TLB0633,24,Male,Filipino,Master's,514,Business,1,76.4,73.1,62.6,48.8,Yes,Startup,20200,Yes,Citizen,Intermediate,No,5,LinkedIn,Not Referred,4.3,4.2,Hired
TLB0634,25,Male,Pakistani,Bachelor's,659,Business,10,53.0,74.7,66.3,83.1,No,Tier 1,9100,Yes,UAE Resident,Intermediate,No,5,Job Portal,Not Referred,2.5,3.1,Hired
TLB0635,32,Male,Filipino,Master's,248,Finance,7,84.0,63.1,70.7,80.1,Yes,None,10900,Yes,UAE Resident,Fluent,Yes,4,Job Portal,Not Referred,4.1,3.1,Hired
TLB0636,28,Male,Emirati,Bachelor's,694,Computer Science,6,63.1,64.5,70.7,43.0,Yes,Startup,19500,Yes,Work Visa,Fluent,No,0,Walk-in,Not Referred,3.9,2.6,Rejected
TLB0637,29,Female,British,Bachelor's,391,Marketing,6,65.5,65.4,80.2,64.0,Yes,Startup,7900,Yes,UAE Resident,Native,No,0,Job Portal,Not Referred,3.9,1.0,Rejected
TLB0638,29,Female,Indian,Master's,462,Logistics,0,66.6,77.5,66.1,67.9,No,None,16100,Yes,Visit Visa,Intermediate,No,6,LinkedIn,Not Referred,4.6,4.0,Hired
TLB0639,37,Female,British,Master's,86,Finance,3,79.5,51.5,84.9,36.0,No,Tier 3,10400,No,Work Visa,Intermediate,No,4,Referral,Referred,3.9,3.1,Hired
TLB0640,37,Female,Pakistani,Bachelor's,390,Business,0,91.2,54.7,63.8,35.3,No,None,8800,No,UAE Resident,Fluent,No,6,Referral,Referred,2.3,2.4,Hired
TLB0641,26,Female,Indian,High School,480,Finance,5,65.4,55.0,71.8,53.3,Yes,Tier 2,9700,Yes,Work Visa,Intermediate,No,7,LinkedIn,Not Referred,3.6,4.8,Rejected
TLB0642,20,Female,Emirati,Master's,162,Computer Science,6,91.0,66.2,64.6,46.6,Yes,Tier 1,3000,No,Work Visa,Fluent,No,3,Referral,Referred,1.9,3.5,Rejected
TLB0643,25,Male,British,Bachelor's,1,Logistics,5,67.5,71.8,94.2,50.4,No,Startup,17700,No,UAE Resident,Intermediate,No,7,Referral,Referred,3.1,2.9,Hired
TLB0644,24,Male,Indian,Bachelor's,329,Computer Science,9,86.0,55.2,62.4,46.6,No,Tier 2,13000,No,UAE Resident,Fluent,No,3,LinkedIn,Not Referred,2.9,3.9,Hired
TLB0645,34,Female,Emirati,Bachelor's,257,Logistics,0,68.0,78.9,63.6,63.3,Yes,Tier 3,11300,Yes,UAE Resident,Native,Yes,7,Job Portal,Not Referred,3.6,3.4,Hired
TLB0646,35,Female,Egyptian,Bachelor's,568,Engineering,2,57.6,85.6,68.5,52.5,Yes,Tier 2,8900,No,Citizen,Fluent,Yes,5,LinkedIn,Not Referred,2.6,3.4,Rejected
TLB0647,23,Male,Indian,High School,192,Engineering,6,93.8,73.0,63.5,80.6,No,Tier 2,13400,Yes,UAE Resident,Intermediate,No,1,Company Website,Not Referred,2.6,2.6,Hired
TLB0648,25,Male,Indian,High School,158,Engineering,5,56.2,81.5,71.1,67.5,Yes,None,16000,No,UAE Resident,Native,No,0,Job Portal,Not Referred,3.6,3.7,Hired
TLB0649,21,Female,Indian,Master's,65,Business,0,55.2,57.0,83.0,76.1,No,Tier 1,10800,Yes,UAE Resident,Fluent,No,7,Company Website,Not Referred,4.0,3.9,Hired
TLB0650,30,Male,American,Bachelor's,173,Engineering,9,46.2,57.3,68.9,41.4,Yes,Tier 2,16300,Yes,UAE Resident,Intermediate,No,3,LinkedIn,Not Referred,3.2,2.6,Hired
TLB0651,29,Male,Indian,Master's,833,Logistics,10,84.0,74.2,69.4,56.2,No,Startup,13200,No,UAE Resident,Intermediate,Yes,6,Company Website,Not Referred,4.8,1.6,Hired
TLB0652,34,Female,Indian,PhD,1,Logistics,6,87.6,67.5,64.0,66.9,Yes,Startup,11600,Yes,Visit Visa,Fluent,Yes,1,Job Portal,Not Referred,3.0,3.9,Hired
TLB0653,32,Female,Indian,Master's,32,Computer Science,0,70.6,57.3,60.4,71.3,Yes,None,16100,No,UAE Resident,Fluent,Yes,3,Job Portal,Not Referred,3.7,3.6,Hired
TLB0654,33,Male,Indian,Bachelor's,289,Finance,5,50.2,85.1,68.3,55.9,Yes,Tier 2,9700,Yes,Work Visa,Intermediate,No,1,Referral,Referred,3.4,3.8,Hired
TLB0655,20,Female,Indian,Bachelor's,694,Logistics,6,64.9,71.6,67.1,58.0,Yes,None,6400,Yes,UAE Resident,Fluent,Yes,0,LinkedIn,Not Referred,3.0,3.1,Rejected
TLB0656,26,Male,Emirati,Bachelor's,448,Logistics,4,60.5,76.4,82.3,59.5,No,Tier 3,11800,Yes,UAE Resident,Fluent,No,4,Company Website,Not Referred,4.1,3.9,Hired
TLB0657,35,Female,Indian,Bachelor's,610,Engineering,9,49.5,59.9,54.5,60.8,Yes,None,12200,No,UAE Resident,Native,No,3,LinkedIn,Not Referred,2.6,2.6,Rejected
TLB0658,26,Male,Pakistani,PhD,222,Computer Science,4,57.7,88.2,85.9,95.3,Yes,Tier 1,11000,No,Work Visa,Fluent,No,1,Job Portal,Not Referred,1.7,3.0,Hired
TLB0659,20,Female,American,Master's,21,Other,12,72.6,66.1,65.1,69.4,No,Tier 2,17400,No,Citizen,Intermediate,No,2,Company Website,Not Referred,3.1,2.3,Rejected
TLB0660,34,Male,Emirati,Bachelor's,210,Engineering,7,55.9,80.2,68.9,65.6,Yes,Tier 3,14300,No,UAE Resident,Intermediate,Yes,3,Job Portal,Not Referred,3.0,4.0,Hired
TLB0661,26,Male,Indian,Bachelor's,275,Engineering,5,69.4,61.0,53.2,47.4,No,Tier 3,11500,No,Citizen,Fluent,Yes,1,Walk-in,Not Referred,3.9,3.1,Hired
TLB0662,36,Female,Other,Master's,302,Hospitality,8,38.4,70.0,74.3,47.7,Yes,Tier 1,12000,No,UAE Resident,Basic,No,5,Company Website,Not Referred,2.3,3.3,Hired
TLB0663,29,Male,Other,Bachelor's,257,Business,10,90.2,74.7,54.5,62.0,No,Tier 3,12400,Yes,Work Visa,Intermediate,No,2,Walk-in,Not Referred,3.6,3.4,Hired
TLB0664,28,Male,Egyptian,Master's,418,Logistics,8,59.1,91.9,71.9,80.8,No,Startup,14400,No,Work Visa,Intermediate,No,4,Company Website,Not Referred,3.5,2.9,Rejected
TLB0665,38,Male,Indian,Bachelor's,157,Computer Science,4,78.1,62.7,70.6,62.2,Yes,Tier 2,12200,No,UAE Resident,Fluent,No,5,LinkedIn,Not Referred,3.4,3.8,Rejected
TLB0666,22,Female,Pakistani,Master's,114,Hospitality,2,67.8,70.4,62.8,62.8,No,Tier 3,11300,No,UAE Resident,Fluent,No,2,Job Portal,Not Referred,3.9,4.4,Hired
TLB0667,38,Female,Indian,Master's,59,Other,1,71.0,75.1,40.2,54.6,No,Tier 2,6000,Yes,UAE Resident,Intermediate,No,0,Company Website,Not Referred,3.2,3.9,Hired
TLB0668,26,Female,Indian,Bachelor's,341,Other,0,48.0,51.0,95.1,40.6,No,None,8800,Yes,Work Visa,Intermediate,Yes,0,Walk-in,Not Referred,3.2,1.7,Hired
TLB0669,30,Male,Indian,Bachelor's,321,Other,5,53.6,41.9,53.3,71.1,No,Tier 3,13200,No,UAE Resident,Fluent,Yes,4,LinkedIn,Not Referred,3.5,3.2,Hired
TLB0670,31,Male,Filipino,Master's,518,Logistics,3,53.9,56.0,70.5,61.4,Yes,Tier 3,12800,No,Citizen,Fluent,Yes,0,Referral,Referred,3.1,3.2,Hired
TLB0671,27,Male,Indian,Bachelor's,609,Business,3,65.4,79.6,57.5,71.2,Yes,None,5300,Yes,UAE Resident,Fluent,No,0,Job Portal,Not Referred,2.3,4.1,Rejected
TLB0672,25,Male,Filipino,Bachelor's,58,Other,8,84.9,88.6,80.6,67.2,No,Startup,9500,No,Citizen,Fluent,Yes,3,LinkedIn,Not Referred,2.9,2.7,Rejected
TLB0673,27,Female,Indian,Bachelor's,304,Other,4,71.5,56.9,62.1,51.5,Yes,Tier 2,7800,Yes,UAE Resident,Fluent,No,2,Company Website,Not Referred,3.0,2.3,Rejected
TLB0674,23,Female,Indian,Bachelor's,258,Marketing,11,51.5,53.4,57.2,68.2,Yes,Tier 3,18100,Yes,Work Visa,Native,No,3,Company Website,Not Referred,2.8,3.8,Hired
TLB0675,41,Female,British,Master's,1,Engineering,2,66.3,86.4,74.7,46.9,Yes,None,13100,No,UAE Resident,Fluent,No,5,LinkedIn,Not Referred,3.0,3.1,Hired
TLB0676,27,Male,American,Bachelor's,194,Computer Science,1,63.8,61.2,50.5,68.0,Yes,Tier 1,13900,No,UAE Resident,Intermediate,Yes,6,LinkedIn,Not Referred,3.3,2.6,Rejected
TLB0677,36,Female,Indian,Bachelor's,613,Marketing,0,59.7,63.5,61.6,64.1,Yes,Tier 3,11700,No,UAE Resident,Intermediate,Yes,3,Job Portal,Not Referred,3.0,2.9,Hired
TLB0678,36,Male,Filipino,Master's,173,Finance,7,64.8,85.5,76.0,86.6,Yes,Tier 2,9200,Yes,Work Visa,Native,Yes,0,LinkedIn,Not Referred,3.8,2.0,Hired
TLB0679,32,Male,Indian,High School,140,Engineering,9,76.5,83.5,86.6,52.9,Yes,None,10000,Yes,UAE Resident,Native,No,1,Job Portal,Not Referred,3.8,3.2,Hired
TLB0680,29,Male,Emirati,Bachelor's,289,Engineering,2,54.2,79.2,54.5,46.4,Yes,Tier 3,14200,No,Work Visa,Fluent,No,6,Job Portal,Not Referred,1.5,2.9,Hired
TLB0681,31,Male,Egyptian,Master's,482,Marketing,1,59.8,47.5,59.0,59.2,No,None,10800,Yes,Citizen,Fluent,Yes,0,Company Website,Not Referred,2.2,3.5,Hired
